               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  44,            0.084468,            0.018265,             0.02153,             0.27825,            0.073529,             0.02267,           0.0053346,             0.10535,            0.017924,            0.027984,           0.0091486,           0.0091486,           0.0091486
                  45,            0.083828,            0.017943,            0.020692,              0.3247,             0.10743,            0.058552,            0.014826,             0.10165,            0.017518,            0.020479,           0.0091288,           0.0091288,           0.0091288
                  46,            0.084849,            0.017541,            0.020766,             0.11831,             0.26266,             0.13491,             0.04017,            0.087949,            0.021029,            0.022726,            0.009109,            0.009109,            0.009109
                  47,            0.081695,            0.018841,            0.017617,            0.078648,             0.18627,            0.074017,            0.023628,            0.088392,            0.020043,             0.03979,           0.0090892,           0.0090892,           0.0090892
                  48,            0.084934,            0.018034,            0.018365,             0.11803,             0.22876,               0.102,            0.035734,            0.083421,            0.019287,            0.036627,           0.0090694,           0.0090694,           0.0090694
                  49,            0.081025,            0.018747,            0.017969,              0.0754,             0.23217,            0.074125,            0.029892,            0.084581,            0.020665,            0.041915,           0.0090496,           0.0090496,           0.0090496
                  50,            0.083207,            0.017067,            0.015614,              0.1147,             0.19939,             0.11674,            0.032782,            0.088154,            0.017416,            0.020712,           0.0090298,           0.0090298,           0.0090298
                  51,            0.080496,            0.016563,            0.016303,             0.34561,             0.12051,            0.071506,            0.028639,            0.086311,            0.020155,            0.030028,             0.00901,             0.00901,             0.00901
                  52,            0.080722,             0.01668,            0.015709,             0.21214,             0.15605,             0.16084,            0.054004,            0.086431,            0.018062,            0.021053,           0.0089902,           0.0089902,           0.0089902
                  53,            0.079045,            0.016306,            0.015513,             0.18973,             0.21031,             0.15028,             0.04711,            0.083238,            0.018518,            0.025658,           0.0089704,           0.0089704,           0.0089704
                  54,            0.078107,            0.017173,            0.016053,             0.12081,             0.21569,            0.099728,            0.035027,            0.083978,            0.019331,            0.051819,           0.0089506,           0.0089506,           0.0089506
                  55,            0.078658,            0.015543,            0.014311,            0.093014,             0.14461,            0.092777,            0.025155,            0.086922,             0.01978,            0.027424,           0.0089308,           0.0089308,           0.0089308
                  56,            0.076541,            0.016721,            0.014079,             0.14504,             0.13603,             0.10372,            0.045385,            0.084103,            0.017884,             0.02816,            0.008911,            0.008911,            0.008911
                  57,            0.075932,             0.01756,            0.012701,             0.12886,             0.23355,            0.087237,            0.027359,            0.081456,            0.018539,            0.046004,           0.0088912,           0.0088912,           0.0088912
                  58,            0.076882,            0.016235,            0.013474,            0.073148,             0.20343,            0.069191,            0.020488,            0.082917,            0.018736,            0.066128,           0.0088714,           0.0088714,           0.0088714
                  59,            0.076793,            0.015404,            0.010788,             0.22154,             0.10131,            0.052859,            0.023432,             0.08856,            0.017253,            0.063807,           0.0088516,           0.0088516,           0.0088516
                  60,            0.073866,            0.017875,             0.01143,            0.056464,             0.22426,            0.066373,             0.02625,            0.085543,            0.019515,            0.068999,           0.0088318,           0.0088318,           0.0088318
                  61,             0.07638,            0.014625,            0.011265,             0.10515,             0.10212,            0.045782,            0.011417,            0.088879,            0.020819,             0.03079,            0.008812,            0.008812,            0.008812
                  62,            0.075235,            0.015487,            0.012203,             0.18687,             0.21534,             0.12073,            0.043547,            0.079507,            0.018396,            0.050381,           0.0087922,           0.0087922,           0.0087922
                  63,            0.073826,            0.015696,            0.010819,             0.15662,             0.20343,             0.16822,            0.057831,            0.086613,            0.019462,            0.024917,           0.0087724,           0.0087724,           0.0087724
                  64,             0.07325,            0.014536,            0.010561,            0.078152,             0.13685,            0.056748,            0.015579,             0.08972,             0.01978,            0.018583,           0.0087526,           0.0087526,           0.0087526
                  65,             0.07328,            0.014064,           0.0098326,             0.14681,             0.17841,             0.10303,            0.035258,            0.085975,            0.018207,            0.021215,           0.0087328,           0.0087328,           0.0087328
                  66,             0.07322,            0.014941,           0.0094152,             0.16993,             0.16748,             0.15031,            0.055905,            0.083571,            0.016307,            0.025408,            0.008713,            0.008713,            0.008713
                  67,            0.071067,             0.01482,           0.0093358,             0.24233,             0.27364,             0.20738,            0.071787,             0.07525,             0.01908,            0.020775,           0.0086932,           0.0086932,           0.0086932
                  68,            0.069635,            0.014361,           0.0096266,             0.30496,              0.1924,               0.156,             0.05559,             0.07843,            0.018749,            0.042971,           0.0086734,           0.0086734,           0.0086734
                  69,            0.071785,            0.013641,           0.0084377,             0.17968,             0.14828,              0.1204,            0.045862,            0.078948,            0.017734,            0.046467,           0.0086536,           0.0086536,           0.0086536
                  70,            0.069146,            0.014206,           0.0082891,              0.6962,             0.11514,             0.15803,            0.049585,            0.078884,            0.018399,            0.045296,           0.0086338,           0.0086338,           0.0086338
                  71,            0.069991,            0.015093,           0.0088396,             0.15875,             0.10537,            0.063651,            0.018961,            0.089178,            0.017427,            0.062335,            0.008614,            0.008614,            0.008614
                  72,             0.07001,            0.013475,           0.0097506,             0.15246,             0.20711,             0.14651,            0.057059,            0.075873,            0.019297,            0.039377,           0.0085942,           0.0085942,           0.0085942
                  73,            0.070026,             0.01375,           0.0086113,              0.1478,             0.15561,            0.095649,            0.031508,            0.082895,             0.01938,            0.025379,           0.0085744,           0.0085744,           0.0085744
                  74,            0.068363,            0.013262,            0.007321,             0.52224,             0.13596,             0.14146,            0.056991,            0.077818,            0.019136,            0.044383,           0.0085546,           0.0085546,           0.0085546
                  75,            0.067709,            0.013638,           0.0082208,             0.49616,            0.071895,            0.059721,            0.017881,            0.082788,            0.019087,            0.045479,           0.0085348,           0.0085348,           0.0085348
                  76,            0.068604,            0.014682,           0.0089446,             0.74941,             0.12908,             0.12977,            0.041059,            0.080647,            0.018223,            0.060372,            0.008515,            0.008515,            0.008515
                  77,            0.066931,            0.013309,            0.008324,             0.35643,             0.13595,             0.12775,            0.042684,            0.079132,            0.018614,            0.034281,           0.0084952,           0.0084952,           0.0084952
                  78,            0.067425,            0.013989,           0.0088705,             0.15336,             0.14689,              0.1085,            0.046809,            0.079198,            0.018613,            0.027406,           0.0084754,           0.0084754,           0.0084754
                  79,            0.065145,            0.013655,            0.007345,              0.2958,             0.19158,             0.14851,            0.061116,            0.075902,            0.018845,            0.030719,           0.0084556,           0.0084556,           0.0084556
                  80,            0.065335,             0.01295,           0.0080597,             0.32441,             0.20711,             0.21547,            0.072187,            0.075199,            0.018498,            0.025672,           0.0084358,           0.0084358,           0.0084358
                  81,            0.066051,            0.012885,           0.0088882,             0.21762,             0.19935,             0.17828,            0.063305,            0.073718,            0.019788,             0.03728,            0.008416,            0.008416,            0.008416
                  82,            0.065815,            0.013135,            0.008795,             0.28206,             0.17064,              0.1271,            0.043236,            0.077369,            0.019223,            0.048924,           0.0083962,           0.0083962,           0.0083962
                  83,            0.067078,            0.013324,           0.0074006,             0.44524,             0.16544,             0.19478,            0.068762,            0.074337,            0.018134,            0.062632,           0.0083764,           0.0083764,           0.0083764
                  84,            0.062556,             0.01242,           0.0087441,             0.19926,             0.13358,             0.13637,            0.052494,            0.078821,            0.021183,            0.021581,           0.0083566,           0.0083566,           0.0083566
                  85,            0.065862,            0.013232,           0.0073793,             0.16346,             0.27288,             0.11535,            0.036203,            0.076992,            0.019009,            0.033379,           0.0083368,           0.0083368,           0.0083368
                  86,            0.065572,            0.014934,           0.0072428,             0.16344,             0.18873,             0.10508,            0.032637,            0.082752,            0.019524,            0.028661,            0.008317,            0.008317,            0.008317
                  87,            0.064642,            0.012751,           0.0071621,             0.18592,             0.22587,             0.13053,            0.046881,             0.07835,            0.018563,             0.02829,           0.0082972,           0.0082972,           0.0082972
                  88,            0.065181,            0.013748,           0.0072703,             0.66889,             0.17239,             0.18368,            0.061508,            0.074792,            0.017902,            0.061308,           0.0082774,           0.0082774,           0.0082774
                  89,            0.064993,            0.012311,           0.0068655,             0.60813,             0.13603,             0.14929,            0.045864,            0.077792,            0.019678,            0.045948,           0.0082576,           0.0082576,           0.0082576
                  90,            0.062524,            0.013492,            0.006378,             0.21043,             0.22876,             0.18068,            0.063804,            0.078337,            0.018668,            0.022932,           0.0082378,           0.0082378,           0.0082378
                  91,            0.064145,            0.013187,           0.0063584,             0.20895,             0.18791,             0.10095,            0.038356,            0.075727,            0.017786,            0.060235,            0.008218,            0.008218,            0.008218
                  92,            0.062754,            0.013782,           0.0071367,             0.44878,             0.12132,             0.13097,            0.052748,            0.077959,             0.02053,            0.031573,           0.0081982,           0.0081982,           0.0081982
                  93,            0.060574,            0.011515,           0.0065212,             0.20713,             0.15019,             0.11886,            0.045819,              0.0759,            0.020654,            0.040772,           0.0081784,           0.0081784,           0.0081784
                  94,            0.063017,             0.01273,           0.0066495,             0.25801,             0.21596,             0.13287,             0.05583,            0.073364,             0.01901,            0.052351,           0.0081586,           0.0081586,           0.0081586
                  95,            0.062505,            0.011762,           0.0065191,             0.26225,             0.26961,             0.19073,            0.067857,              0.0791,            0.017373,            0.029483,           0.0081388,           0.0081388,           0.0081388
                  96,            0.061089,            0.010943,           0.0067895,             0.33901,             0.24953,             0.20893,            0.077738,            0.073475,             0.01864,            0.042604,            0.008119,            0.008119,            0.008119
                  97,            0.059632,            0.012514,           0.0065967,             0.17137,             0.20956,            0.099506,            0.039271,             0.07806,            0.015625,            0.078451,           0.0080992,           0.0080992,           0.0080992
                  98,            0.060638,            0.012484,           0.0070072,             0.25783,             0.24959,             0.17032,            0.072006,            0.074824,            0.017881,            0.053716,           0.0080794,           0.0080794,           0.0080794
                  99,            0.059362,            0.012955,           0.0070223,              0.3584,             0.25204,               0.222,            0.071077,            0.073217,            0.017481,            0.040483,           0.0080596,           0.0080596,           0.0080596
                 100,            0.060068,            0.013652,            0.006576,             0.30137,             0.31373,              0.2726,            0.092488,            0.072926,            0.018123,            0.027062,           0.0080398,           0.0080398,           0.0080398
                 101,            0.057898,            0.011846,           0.0060995,             0.23173,              0.1585,             0.11612,             0.03903,            0.074823,             0.01763,            0.055091,             0.00802,             0.00802,             0.00802
                 102,            0.058254,            0.012853,           0.0070188,             0.60079,             0.19635,             0.22607,            0.074175,            0.073513,            0.017566,            0.059202,           0.0080002,           0.0080002,           0.0080002
                 103,            0.059214,            0.012081,           0.0064013,             0.26655,             0.28431,             0.27026,            0.092282,             0.07587,            0.017663,            0.018788,           0.0079804,           0.0079804,           0.0079804
                 104,              0.0593,            0.011963,           0.0059826,             0.49179,             0.21405,             0.25102,            0.089541,            0.073784,            0.017385,            0.037985,           0.0079606,           0.0079606,           0.0079606
                 105,            0.056994,             0.01206,           0.0058915,             0.29308,             0.20629,             0.18943,            0.060068,             0.07997,            0.019155,            0.027132,           0.0079408,           0.0079408,           0.0079408
                 106,            0.058901,            0.011889,           0.0061973,             0.19872,             0.15973,             0.14382,            0.049305,            0.080283,            0.020546,            0.039785,            0.007921,            0.007921,            0.007921
                 107,             0.05668,            0.012068,           0.0061127,             0.35228,             0.24959,             0.25211,            0.093767,            0.073591,             0.01881,            0.035316,           0.0079012,           0.0079012,           0.0079012
                 108,            0.058707,            0.011539,           0.0065868,             0.29867,             0.27344,             0.18817,            0.073623,            0.073872,            0.018643,            0.046351,           0.0078814,           0.0078814,           0.0078814
                 109,            0.057556,            0.012167,           0.0060299,             0.46804,             0.27713,             0.33173,             0.12343,            0.071611,            0.017292,            0.027522,           0.0078616,           0.0078616,           0.0078616
                 110,            0.057216,            0.011872,           0.0057049,             0.60925,             0.29902,             0.32723,             0.11684,            0.074093,            0.018648,            0.020257,           0.0078418,           0.0078418,           0.0078418
                 111,            0.056373,            0.011026,           0.0063843,             0.43298,             0.28181,             0.28429,              0.1112,            0.069677,            0.017024,            0.047746,            0.007822,            0.007822,            0.007822
                 112,            0.056854,            0.012858,           0.0057687,             0.45415,             0.30433,             0.31372,             0.13073,            0.070792,            0.016409,            0.021251,           0.0078022,           0.0078022,           0.0078022
                 113,            0.055811,            0.011324,           0.0062869,             0.44236,             0.32149,             0.28265,              0.1074,            0.073016,            0.016421,            0.044629,           0.0077824,           0.0077824,           0.0077824
                 114,            0.056925,            0.011654,           0.0055475,             0.42938,             0.30437,             0.35631,               0.127,             0.06955,            0.016646,            0.022433,           0.0077626,           0.0077626,           0.0077626
                 115,            0.055712,            0.011313,           0.0053514,              0.4205,             0.27846,             0.24599,            0.082427,             0.07218,            0.017943,            0.057552,           0.0077428,           0.0077428,           0.0077428
                 116,            0.055735,             0.01173,           0.0055352,             0.28731,             0.26144,             0.16069,            0.067332,            0.075536,             0.01964,            0.072253,            0.007723,            0.007723,            0.007723
                 117,            0.056175,            0.011022,           0.0054042,             0.30291,             0.23203,             0.21419,            0.074584,            0.075741,            0.021279,            0.040562,           0.0077032,           0.0077032,           0.0077032
                 118,            0.055681,            0.011207,           0.0055531,             0.42283,             0.18791,             0.21959,             0.08906,            0.074464,            0.021379,            0.035466,           0.0076834,           0.0076834,           0.0076834
                 119,            0.055398,            0.010666,           0.0054858,             0.36357,             0.26828,             0.21793,            0.074492,            0.077487,            0.019216,             0.03684,           0.0076636,           0.0076636,           0.0076636
                 120,             0.05604,            0.011603,           0.0060302,             0.25874,             0.18464,             0.14596,            0.050038,            0.083131,            0.020229,            0.026987,           0.0076438,           0.0076438,           0.0076438
                 121,            0.055187,            0.010722,            0.005843,             0.33735,             0.21569,             0.21063,            0.074252,            0.078412,             0.01865,             0.04109,            0.007624,            0.007624,            0.007624
                 122,            0.054938,             0.01115,           0.0059359,             0.38393,             0.19194,             0.19926,            0.071956,            0.073948,            0.017984,            0.066002,           0.0076042,           0.0076042,           0.0076042
                 123,            0.055535,            0.011288,           0.0061745,             0.26976,             0.21154,             0.18674,            0.067816,             0.07707,            0.020815,             0.03166,           0.0075844,           0.0075844,           0.0075844
                 124,            0.055785,            0.011804,           0.0062703,             0.31961,             0.31291,             0.29422,             0.09948,            0.072936,            0.018463,            0.026551,           0.0075646,           0.0075646,           0.0075646
                 125,             0.05467,            0.011428,           0.0056694,             0.38615,             0.29208,             0.30439,             0.11103,            0.071522,            0.017812,            0.027792,           0.0075448,           0.0075448,           0.0075448
                 126,            0.055839,            0.011315,           0.0064132,             0.60471,             0.19104,              0.2081,             0.06133,            0.075316,            0.018588,             0.04123,            0.007525,            0.007525,            0.007525
                 127,            0.053648,            0.011784,           0.0049014,             0.29302,             0.30992,             0.21621,            0.078818,            0.074137,            0.016495,            0.041861,           0.0075052,           0.0075052,           0.0075052
                 128,            0.054746,            0.010879,           0.0059487,             0.37012,             0.26229,             0.20886,            0.068714,            0.081359,            0.016182,            0.023374,           0.0074854,           0.0074854,           0.0074854
                 129,            0.054913,            0.010961,           0.0058121,              0.4828,             0.21528,             0.18399,            0.074795,            0.082294,            0.016808,            0.017289,           0.0074656,           0.0074656,           0.0074656
                 130,            0.052081,            0.011239,           0.0064751,             0.47487,             0.32545,             0.31228,             0.11668,            0.071549,            0.015714,            0.024923,           0.0074458,           0.0074458,           0.0074458
                 131,            0.052126,            0.010414,           0.0052715,             0.48429,             0.28137,             0.28246,             0.11033,            0.073454,            0.017728,            0.047365,            0.007426,            0.007426,            0.007426
                 132,            0.052645,            0.011536,           0.0058051,             0.40795,             0.24101,             0.27504,            0.097242,            0.074825,            0.020617,             0.02469,           0.0074062,           0.0074062,           0.0074062
                 133,            0.051536,            0.010362,           0.0056385,             0.43435,             0.29126,             0.26864,             0.10816,            0.074672,            0.020734,            0.020922,           0.0073864,           0.0073864,           0.0073864
                 134,            0.052377,            0.011213,           0.0049668,             0.30166,             0.30229,             0.22239,            0.077539,            0.076033,             0.01984,            0.045105,           0.0073666,           0.0073666,           0.0073666
                 135,            0.052335,            0.010307,           0.0053679,             0.33947,             0.21198,             0.20201,            0.083558,            0.076485,            0.019204,            0.028546,           0.0073468,           0.0073468,           0.0073468
                 136,            0.052401,            0.010547,           0.0048985,              0.4445,              0.3071,             0.28725,             0.08582,            0.076316,            0.017957,            0.024105,            0.007327,            0.007327,            0.007327
                 137,            0.051829,            0.010127,           0.0050596,             0.42546,             0.26157,             0.26413,            0.099787,            0.073654,            0.016559,            0.027629,           0.0073072,           0.0073072,           0.0073072
                 138,            0.052838,            0.011263,           0.0050668,             0.38132,              0.2947,             0.28434,            0.084295,            0.076501,            0.015958,            0.020663,           0.0072874,           0.0072874,           0.0072874
                 139,            0.051388,            0.011593,           0.0051185,             0.65509,             0.28881,              0.3004,             0.10261,            0.074399,            0.016922,            0.018682,           0.0072676,           0.0072676,           0.0072676
                 140,            0.050472,            0.011149,           0.0051579,             0.41814,             0.30231,             0.24946,            0.098623,            0.076648,            0.016586,            0.021701,           0.0072478,           0.0072478,           0.0072478
                 141,            0.052206,            0.011235,           0.0048028,             0.42337,             0.35948,             0.32266,             0.12355,            0.070933,            0.017707,            0.034393,            0.007228,            0.007228,            0.007228
                 142,            0.050346,            0.010778,           0.0054913,             0.46047,             0.17873,             0.16725,             0.05709,            0.075861,            0.019265,            0.062654,           0.0072082,           0.0072082,           0.0072082
                 143,            0.051617,             0.01077,           0.0055309,             0.41027,             0.28064,             0.25535,             0.10302,            0.071812,            0.021381,            0.051618,           0.0071884,           0.0071884,           0.0071884
                 144,            0.050872,           0.0095997,           0.0049002,             0.42585,             0.28274,             0.27875,             0.10022,             0.06957,            0.021757,            0.048756,           0.0071686,           0.0071686,           0.0071686
                 145,            0.050464,            0.010922,           0.0050403,              0.4599,             0.31644,             0.32633,             0.10094,            0.076586,            0.018721,            0.013345,           0.0071488,           0.0071488,           0.0071488
                 146,            0.049523,            0.010328,           0.0047413,             0.43486,             0.25654,             0.25866,            0.074719,            0.073451,            0.020388,             0.02905,            0.007129,            0.007129,            0.007129
                 147,            0.050069,            0.010593,           0.0059462,             0.23067,             0.26229,             0.18719,            0.070421,            0.077816,            0.018358,            0.030011,           0.0071092,           0.0071092,           0.0071092
                 148,            0.051621,            0.010993,           0.0052211,             0.38611,             0.28676,             0.28072,            0.098905,             0.07496,            0.019051,            0.023086,           0.0070894,           0.0070894,           0.0070894
                 149,             0.05104,            0.010266,           0.0054724,             0.39067,             0.36867,             0.31357,             0.10392,            0.073554,            0.017581,            0.024469,           0.0070696,           0.0070696,           0.0070696
                 150,            0.051132,            0.010101,           0.0052354,             0.39678,             0.28087,             0.25046,            0.080986,            0.076905,            0.017124,            0.024963,           0.0070498,           0.0070498,           0.0070498
                 151,            0.051296,            0.010998,           0.0055409,             0.35426,             0.37404,             0.29606,              0.1101,            0.071384,            0.017256,             0.02663,             0.00703,             0.00703,             0.00703
                 152,            0.048437,            0.010046,           0.0052807,             0.30822,              0.2982,             0.24139,            0.072169,            0.078489,            0.017931,            0.020811,           0.0070102,           0.0070102,           0.0070102
                 153,             0.04935,           0.0097283,           0.0051675,             0.37515,             0.33255,             0.26613,            0.092635,            0.071423,            0.017768,            0.045425,           0.0069904,           0.0069904,           0.0069904
                 154,             0.05075,           0.0098547,           0.0051171,             0.41372,             0.24686,               0.187,             0.08048,            0.070628,            0.018826,            0.068946,           0.0069706,           0.0069706,           0.0069706
                 155,            0.049355,            0.010434,           0.0056651,             0.31396,             0.28227,             0.18918,            0.073293,            0.072661,             0.01965,            0.062964,           0.0069508,           0.0069508,           0.0069508
                 156,            0.048904,            0.011173,            0.004948,             0.38286,             0.26437,             0.21585,            0.089331,            0.074686,            0.019284,            0.035492,            0.006931,            0.006931,            0.006931
                 157,            0.048958,            0.010153,           0.0048908,             0.33524,             0.23162,             0.23057,            0.074968,            0.079912,            0.018358,            0.025666,           0.0069112,           0.0069112,           0.0069112
                 158,            0.049743,            0.010189,           0.0050307,             0.50344,             0.18709,             0.21292,            0.076845,            0.075322,            0.021006,            0.046311,           0.0068914,           0.0068914,           0.0068914
                 159,            0.049258,            0.010878,            0.004743,             0.41323,               0.279,             0.23105,            0.087098,            0.075735,             0.01889,            0.039986,           0.0068716,           0.0068716,           0.0068716
                 160,            0.048107,            0.010158,           0.0053386,             0.36829,             0.28591,              0.2214,            0.086349,            0.076015,            0.018782,            0.032792,           0.0068518,           0.0068518,           0.0068518
