               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,             0.12137,            0.018673,            0.036374,                   0,                   0,                   0,                   0,              0.1206,            0.017499,            0.046824,           0.0098161,           0.0098161,           0.0098161
                  15,             0.12133,            0.017055,            0.035439,                   0,                   0,                   0,                   0,             0.12454,            0.015757,            0.049829,            0.009802,            0.009802,            0.009802
                  16,             0.12062,             0.01805,            0.036446,                   0,                   0,                   0,                   0,             0.12435,            0.015743,            0.049629,           0.0097879,           0.0097879,           0.0097879
                  17,             0.11983,            0.018107,            0.034874,          9.1274e-05,           0.0069444,          0.00015427,          1.5427e-05,             0.12203,            0.016332,            0.046787,           0.0097737,           0.0097737,           0.0097737
                  18,             0.12095,            0.017542,             0.03475,          6.6631e-05,           0.0069444,          3.4335e-05,          1.0301e-05,             0.12267,            0.015645,            0.046819,           0.0097596,           0.0097596,           0.0097596
                  19,             0.11959,            0.017133,            0.033586,          0.00019193,            0.043301,          0.00010612,          2.3203e-05,             0.12007,            0.016362,            0.044193,           0.0097454,           0.0097454,           0.0097454
                  20,             0.11699,            0.018296,            0.034271,          0.00017475,            0.043301,          0.00012216,          1.6075e-05,             0.11682,            0.017514,            0.042137,           0.0097313,           0.0097313,           0.0097313
                  21,             0.11607,            0.018931,            0.033131,          3.1538e-05,            0.014706,          1.7192e-05,          8.5962e-06,             0.11493,            0.018089,            0.042866,           0.0097171,           0.0097171,           0.0097171
                  22,             0.11633,            0.017729,            0.032006,           0.0001025,            0.036356,          6.1981e-05,           2.157e-05,             0.11656,            0.017653,            0.043078,            0.009703,            0.009703,            0.009703
                  23,             0.11461,            0.018606,            0.032082,          0.00026154,             0.12459,          0.00018475,          4.5348e-05,               0.117,            0.017528,            0.045222,           0.0096889,           0.0096889,           0.0096889
                  24,              0.1144,            0.018242,            0.032337,          0.00013448,            0.013889,          7.1633e-05,          2.1304e-05,              0.1159,            0.017834,            0.049551,           0.0096747,           0.0096747,           0.0096747
                  25,             0.11098,            0.018543,            0.032491,          0.00040791,            0.055556,          0.00028344,          0.00011071,              0.1111,            0.019572,            0.047384,           0.0096606,           0.0096606,           0.0096606
                  26,             0.10946,            0.020978,            0.031513,          0.00094097,             0.21242,           0.0013689,          0.00037792,             0.10745,            0.020118,            0.042155,           0.0096464,           0.0096464,           0.0096464
                  27,             0.10529,            0.021986,            0.031137,          0.00050424,             0.10417,          0.00048432,          0.00010827,             0.11254,            0.018068,            0.038047,           0.0096323,           0.0096323,           0.0096323
                  28,             0.10558,            0.019356,            0.032518,          0.00034488,              0.0625,          0.00024853,          4.5652e-05,             0.12043,            0.016261,            0.042126,           0.0096181,           0.0096181,           0.0096181
                  29,             0.10963,            0.020414,            0.031404,           0.0010783,             0.16912,           0.0015341,          0.00047118,             0.10536,            0.020186,            0.039903,            0.009604,            0.009604,            0.009604
                  30,             0.10339,            0.021152,            0.030375,          0.00047796,               0.125,          0.00047808,          0.00012166,             0.11606,            0.016456,             0.04122,           0.0095899,           0.0095899,           0.0095899
                  31,             0.10256,            0.020894,            0.029041,              0.7517,            0.048611,            0.001048,          0.00026287,             0.11516,            0.017008,              0.0432,           0.0095757,           0.0095757,           0.0095757
                  32,              0.1016,            0.021454,            0.028842,             0.75832,            0.034722,           0.0068257,           0.0018718,             0.10442,            0.018903,            0.034206,           0.0095616,           0.0095616,           0.0095616
                  33,            0.098017,            0.020682,            0.029222,             0.77162,            0.055556,            0.023603,           0.0071397,            0.098914,            0.019562,            0.032993,           0.0095474,           0.0095474,           0.0095474
                  34,            0.095722,            0.020899,            0.029977,          0.00087042,             0.17443,           0.0015795,          0.00050521,             0.11386,            0.017062,            0.040138,           0.0095333,           0.0095333,           0.0095333
                  35,            0.096661,             0.02048,            0.028937,             0.51451,             0.10441,           0.0096817,           0.0028953,             0.10037,            0.019359,            0.034536,           0.0095191,           0.0095191,           0.0095191
                  36,            0.095562,            0.021385,            0.028787,             0.53424,            0.041667,            0.023541,           0.0080763,            0.095028,            0.020901,            0.036372,            0.009505,            0.009505,            0.009505
                  37,            0.094212,            0.022628,            0.028447,             0.60351,              0.1058,            0.040323,           0.0099278,            0.093832,            0.020846,            0.032533,           0.0094909,           0.0094909,           0.0094909
                  38,            0.092525,            0.022133,            0.028122,                0.76,            0.027778,           0.0088414,           0.0024764,            0.097546,            0.021823,              0.0312,           0.0094767,           0.0094767,           0.0094767
                  39,            0.090655,            0.023165,            0.027359,              0.8082,            0.097222,             0.08126,            0.015947,            0.095886,            0.022021,            0.032127,           0.0094626,           0.0094626,           0.0094626
                  40,            0.091552,            0.021145,            0.026937,             0.69219,             0.14665,            0.079546,            0.015099,            0.096392,            0.021599,            0.029694,           0.0094484,           0.0094484,           0.0094484
                  41,            0.091467,            0.020447,            0.025509,             0.80086,              0.0625,            0.031599,           0.0059945,             0.10109,            0.020803,            0.030544,           0.0094343,           0.0094343,           0.0094343
                  42,            0.086211,            0.020979,            0.026748,             0.53686,            0.091912,            0.023957,           0.0053177,            0.096724,            0.021869,            0.027206,           0.0094201,           0.0094201,           0.0094201
                  43,            0.088335,            0.020524,            0.024647,             0.50403,            0.034722,           0.0028147,          0.00060404,              0.1086,            0.023064,            0.026922,            0.009406,            0.009406,            0.009406
                  44,            0.087608,            0.021231,             0.02604,             0.51814,              0.1058,           0.0091429,           0.0016213,             0.10415,            0.025215,             0.02765,           0.0093919,           0.0093919,           0.0093919
                  45,              0.0906,            0.020256,            0.025429,             0.63152,             0.10743,            0.043318,           0.0084219,            0.098525,            0.021201,            0.026976,           0.0093777,           0.0093777,           0.0093777
                  46,            0.082955,            0.019416,            0.024416,             0.62714,            0.062071,            0.062032,            0.011632,            0.093348,            0.021211,            0.041937,           0.0093636,           0.0093636,           0.0093636
                  47,            0.085003,            0.021034,            0.024177,             0.67901,             0.12132,             0.10725,            0.025963,            0.091798,            0.021418,            0.032101,           0.0093494,           0.0093494,           0.0093494
                  48,            0.086478,            0.019556,            0.023787,             0.68694,            0.094363,            0.098427,            0.017794,            0.096534,            0.019597,            0.037338,           0.0093353,           0.0093353,           0.0093353
                  49,            0.085505,            0.017923,            0.022504,             0.61209,             0.11438,            0.070447,            0.020876,            0.088933,            0.022294,            0.039102,           0.0093211,           0.0093211,           0.0093211
                  50,            0.082632,            0.018894,            0.021095,             0.65152,             0.10131,            0.080601,             0.02726,            0.088957,            0.022766,            0.034276,            0.009307,            0.009307,            0.009307
                  51,            0.082709,            0.019058,            0.022007,             0.57839,            0.065768,            0.064112,            0.020598,            0.094244,            0.019327,            0.037364,           0.0092929,           0.0092929,           0.0092929
                  52,            0.083963,            0.017875,            0.022207,             0.25066,             0.18995,             0.12669,            0.035036,            0.089192,            0.018918,            0.032499,           0.0092787,           0.0092787,           0.0092787
                  53,            0.082886,            0.018062,            0.020808,             0.26636,               0.221,             0.14655,             0.04087,            0.090733,            0.019341,            0.030347,           0.0092646,           0.0092646,           0.0092646
                  54,            0.080453,            0.017287,            0.019858,             0.45129,              0.1679,             0.17816,            0.039868,            0.088927,            0.019741,            0.030918,           0.0092504,           0.0092504,           0.0092504
                  55,            0.080303,            0.017344,            0.019883,             0.17223,              0.1879,            0.089238,            0.030879,            0.094074,            0.016908,            0.054759,           0.0092363,           0.0092363,           0.0092363
                  56,            0.080074,            0.016411,             0.01934,            0.053826,            0.071895,            0.027483,           0.0093749,             0.09582,            0.018841,            0.046591,           0.0092221,           0.0092221,           0.0092221
                  57,            0.080308,            0.016954,             0.01777,             0.33906,            0.059898,            0.054549,            0.017533,            0.091407,            0.019833,            0.052106,            0.009208,            0.009208,            0.009208
                  58,              0.0794,            0.018043,            0.018039,             0.14942,             0.22712,             0.12413,            0.052893,             0.08706,            0.017947,            0.054586,           0.0091939,           0.0091939,           0.0091939
                  59,            0.081289,            0.016885,             0.01768,             0.15338,             0.25408,              0.1296,            0.048472,            0.086457,             0.01795,            0.052962,           0.0091797,           0.0091797,           0.0091797
                  60,            0.078018,            0.016768,            0.016218,             0.19905,             0.29534,             0.15205,             0.04102,             0.08407,            0.017058,            0.039811,           0.0091656,           0.0091656,           0.0091656
                  61,            0.080912,            0.017476,            0.013902,             0.63951,             0.20016,             0.20123,            0.059377,             0.08648,            0.018896,            0.025387,           0.0091514,           0.0091514,           0.0091514
                  62,            0.077601,            0.016787,            0.015171,              0.1812,              0.1732,             0.11622,            0.036954,            0.086071,            0.020792,            0.034126,           0.0091373,           0.0091373,           0.0091373
                  63,            0.077259,            0.017904,            0.014973,             0.24944,             0.17948,             0.15729,            0.049003,            0.082006,            0.017416,            0.055606,           0.0091231,           0.0091231,           0.0091231
                  64,            0.078014,            0.017295,            0.014401,             0.16284,             0.37483,             0.14927,            0.053264,            0.080146,            0.016843,            0.055031,            0.009109,            0.009109,            0.009109
                  65,            0.076867,            0.015569,             0.01495,             0.13455,             0.18546,            0.098186,            0.031764,            0.082617,            0.017467,            0.046407,           0.0090949,           0.0090949,           0.0090949
                  66,            0.073804,            0.015073,              0.0137,             0.19246,             0.23381,             0.14557,            0.043235,            0.082607,            0.017811,            0.036668,           0.0090807,           0.0090807,           0.0090807
                  67,            0.073345,            0.015359,            0.011391,             0.14598,             0.18627,             0.10675,            0.038186,            0.081013,            0.017687,            0.041083,           0.0090666,           0.0090666,           0.0090666
                  68,            0.075213,            0.014596,            0.012987,             0.23154,             0.25572,             0.14962,            0.049025,            0.082979,            0.017277,            0.025272,           0.0090524,           0.0090524,           0.0090524
                  69,            0.074118,            0.015189,            0.011895,             0.26716,             0.20302,             0.19566,            0.057736,             0.07984,            0.019113,            0.030117,           0.0090383,           0.0090383,           0.0090383
                  70,            0.070725,            0.014694,            0.012008,             0.17822,             0.29971,             0.13823,            0.053715,            0.078487,            0.016946,            0.042535,           0.0090241,           0.0090241,           0.0090241
                  71,            0.074286,            0.014384,            0.011402,             0.15127,             0.30229,               0.166,            0.057588,            0.080219,            0.016475,             0.05042,             0.00901,             0.00901,             0.00901
                  72,            0.072046,            0.014628,           0.0098884,            0.093047,             0.17933,            0.091233,            0.034656,            0.081633,            0.016676,            0.054461,           0.0089959,           0.0089959,           0.0089959
                  73,            0.074612,            0.013993,            0.011766,             0.16805,             0.23616,             0.12124,            0.041694,            0.078915,            0.017852,            0.046492,           0.0089817,           0.0089817,           0.0089817
                  74,            0.069422,             0.01392,            0.010044,             0.20383,              0.3203,              0.1843,            0.059072,            0.078499,            0.016628,            0.046471,           0.0089676,           0.0089676,           0.0089676
                  75,            0.070456,            0.014666,           0.0097313,             0.14775,             0.22263,             0.13319,            0.045255,            0.080553,            0.016903,            0.060051,           0.0089534,           0.0089534,           0.0089534
                  76,            0.071703,            0.014312,            0.010319,              0.1497,              0.2598,             0.12025,             0.03837,            0.082075,            0.017343,            0.052939,           0.0089393,           0.0089393,           0.0089393
                  77,            0.071929,             0.01425,           0.0097969,             0.19702,             0.27525,             0.17213,            0.056959,            0.078861,             0.01784,            0.026112,           0.0089251,           0.0089251,           0.0089251
                  78,            0.070971,            0.013774,           0.0099533,             0.18966,             0.27042,             0.19358,            0.061036,            0.078079,            0.017161,            0.023483,            0.008911,            0.008911,            0.008911
                  79,            0.069808,            0.013076,           0.0089062,             0.22592,             0.19322,             0.16138,            0.047318,             0.08088,              0.0171,            0.025906,           0.0088969,           0.0088969,           0.0088969
                  80,            0.069213,            0.014085,           0.0088296,             0.24656,             0.23652,             0.17855,            0.062513,            0.078195,            0.016603,            0.034191,           0.0088827,           0.0088827,           0.0088827
                  81,             0.07007,             0.01489,           0.0085841,             0.15562,             0.30433,             0.18091,            0.067601,            0.079578,            0.018646,            0.025517,           0.0088686,           0.0088686,           0.0088686
                  82,            0.068738,            0.015113,           0.0089158,             0.11319,             0.20797,             0.11118,            0.035029,            0.081148,            0.018783,            0.040952,           0.0088544,           0.0088544,           0.0088544
                  83,            0.069096,            0.013847,           0.0096321,             0.20022,             0.16136,             0.13846,             0.04001,            0.081294,            0.017873,             0.03856,           0.0088403,           0.0088403,           0.0088403
                  84,            0.068022,            0.013337,           0.0076928,             0.13899,              0.2346,             0.14395,             0.04786,            0.080056,             0.01602,            0.033879,           0.0088261,           0.0088261,           0.0088261
                  85,            0.068633,            0.013964,            0.009237,             0.27282,             0.18546,             0.17032,              0.0564,            0.075774,            0.016487,            0.039433,            0.008812,            0.008812,            0.008812
                  86,            0.067473,            0.013408,           0.0096532,             0.31178,             0.28249,             0.22575,            0.085338,            0.074166,            0.016002,            0.024654,           0.0087979,           0.0087979,           0.0087979
                  87,             0.06763,             0.01369,           0.0087069,             0.19297,             0.23837,             0.15879,            0.056819,             0.07776,            0.018122,            0.028815,           0.0087837,           0.0087837,           0.0087837
                  88,            0.068497,             0.01385,           0.0087928,             0.21246,             0.14828,             0.12812,            0.046607,            0.079201,            0.017469,            0.033138,           0.0087696,           0.0087696,           0.0087696
                  89,            0.067836,            0.014374,           0.0089354,             0.25858,             0.12418,             0.13053,            0.057699,            0.080887,            0.018594,            0.029378,           0.0087554,           0.0087554,           0.0087554
                  90,            0.065618,            0.013936,           0.0080913,             0.18378,             0.12051,             0.12276,            0.038383,            0.083809,            0.020199,            0.047572,           0.0087413,           0.0087413,           0.0087413
                  91,            0.066378,            0.014597,            0.007776,             0.34671,             0.25566,             0.24684,            0.082147,            0.077387,            0.017314,            0.034261,           0.0087271,           0.0087271,           0.0087271
                  92,            0.063726,            0.013021,           0.0075847,             0.22365,             0.29902,             0.20739,            0.079425,            0.073915,            0.017911,             0.04534,            0.008713,            0.008713,            0.008713
                  93,            0.065597,            0.012559,           0.0079922,             0.28599,             0.24536,             0.21148,            0.077021,            0.075359,            0.019775,            0.036513,           0.0086989,           0.0086989,           0.0086989
                  94,            0.062732,            0.013106,           0.0075108,             0.25526,             0.26129,             0.16531,            0.054712,            0.077125,            0.017909,            0.044829,           0.0086847,           0.0086847,           0.0086847
                  95,            0.065229,            0.013376,           0.0068735,             0.28595,             0.21018,             0.19942,            0.069832,            0.077518,            0.019952,            0.038368,           0.0086706,           0.0086706,           0.0086706
                  96,             0.06422,            0.013911,           0.0070788,             0.27508,             0.19599,             0.17374,            0.053018,            0.079276,            0.018369,            0.052613,           0.0086564,           0.0086564,           0.0086564
                  97,            0.062865,             0.01303,            0.007126,              0.8188,             0.10168,             0.17679,            0.073769,            0.081018,            0.019555,            0.047482,           0.0086423,           0.0086423,           0.0086423
                  98,             0.06319,            0.012433,           0.0069783,             0.22802,             0.38194,             0.24392,             0.08032,            0.075821,            0.016967,            0.046991,           0.0086281,           0.0086281,           0.0086281
                  99,            0.063744,            0.012624,           0.0076934,             0.32169,             0.26787,             0.21851,            0.078429,            0.078769,            0.020095,            0.027812,            0.008614,            0.008614,            0.008614
                 100,            0.061363,            0.011872,           0.0065867,             0.47372,             0.17565,             0.20909,            0.075217,            0.084931,            0.021386,             0.02504,           0.0085999,           0.0085999,           0.0085999
                 101,            0.062552,            0.011825,            0.007493,             0.27177,             0.31463,              0.2247,            0.066546,            0.079851,            0.016937,            0.035515,           0.0085857,           0.0085857,           0.0085857
                 102,            0.062681,            0.011438,            0.007198,              0.3625,             0.28621,             0.26684,            0.095441,              0.0803,            0.018495,            0.025677,           0.0085716,           0.0085716,           0.0085716
                 103,            0.061285,            0.011823,           0.0073701,             0.20667,             0.25327,             0.18986,            0.077585,            0.085186,            0.016013,            0.025373,           0.0085574,           0.0085574,           0.0085574
                 104,            0.062725,            0.012559,           0.0080971,             0.45732,             0.21766,             0.17973,            0.059498,            0.083974,            0.017171,            0.019259,           0.0085433,           0.0085433,           0.0085433
                 105,            0.061969,            0.013597,           0.0080698,             0.11453,             0.13052,            0.087941,            0.031807,            0.085581,            0.020267,            0.029598,           0.0085291,           0.0085291,           0.0085291
                 106,            0.061185,            0.012821,           0.0071891,             0.29491,             0.28064,              0.2529,            0.084071,            0.079096,            0.018059,            0.023404,            0.008515,            0.008515,            0.008515
                 107,            0.060129,            0.012081,           0.0062346,             0.33381,             0.38031,             0.29326,            0.083881,            0.078803,            0.015898,            0.031258,           0.0085009,           0.0085009,           0.0085009
                 108,            0.061352,            0.014087,           0.0075194,              0.5162,             0.36344,             0.33453,            0.096293,            0.077407,            0.015464,            0.027688,           0.0084867,           0.0084867,           0.0084867
                 109,            0.062252,            0.012334,           0.0068463,             0.44967,             0.38515,             0.34581,             0.12464,            0.073716,            0.015551,            0.024674,           0.0084726,           0.0084726,           0.0084726
                 110,            0.058155,            0.011659,           0.0063814,             0.50187,             0.26103,             0.21145,             0.06957,            0.080342,            0.015211,            0.027147,           0.0084584,           0.0084584,           0.0084584
                 111,            0.062652,            0.011484,           0.0065676,             0.24872,             0.25638,             0.22641,            0.080955,            0.080958,            0.016749,            0.020954,           0.0084443,           0.0084443,           0.0084443
                 112,            0.061119,            0.012492,           0.0068814,             0.37837,             0.39703,             0.33124,             0.11216,            0.077141,            0.016873,            0.015306,           0.0084301,           0.0084301,           0.0084301
                 113,            0.062202,            0.011969,           0.0067322,             0.29048,             0.41058,              0.3057,              0.1043,             0.07444,            0.017083,            0.033919,            0.008416,            0.008416,            0.008416
                 114,            0.056678,            0.012537,           0.0065116,             0.35541,             0.21038,             0.21187,            0.070577,            0.077018,            0.017557,            0.049352,           0.0084019,           0.0084019,           0.0084019
                 115,            0.059455,            0.012627,           0.0065375,             0.30251,             0.17135,             0.15183,            0.056261,            0.082615,            0.020324,             0.02236,           0.0083877,           0.0083877,           0.0083877
                 116,            0.059314,             0.01197,           0.0061837,             0.33212,             0.27084,             0.25257,            0.099942,            0.075186,            0.018493,            0.031979,           0.0083736,           0.0083736,           0.0083736
                 117,            0.058518,            0.012588,           0.0067626,             0.44392,             0.37477,             0.35686,             0.12073,             0.07316,            0.016463,            0.018296,           0.0083594,           0.0083594,           0.0083594
                 118,            0.058806,             0.01198,           0.0064676,             0.50602,             0.42892,              0.3959,             0.13264,            0.075986,            0.016945,            0.015833,           0.0083453,           0.0083453,           0.0083453
                 119,            0.058382,            0.012587,           0.0054446,             0.42232,             0.39788,             0.35543,             0.10913,            0.076482,            0.016839,            0.014318,           0.0083311,           0.0083311,           0.0083311
                 120,             0.05935,            0.011797,           0.0061182,             0.36162,             0.31866,             0.31192,             0.10564,             0.07597,            0.015457,            0.017847,            0.008317,            0.008317,            0.008317
                 121,            0.060691,            0.012315,           0.0058654,             0.34883,             0.42401,             0.32809,             0.12441,            0.073366,            0.014765,            0.019498,           0.0083029,           0.0083029,           0.0083029
                 122,            0.054894,            0.011162,           0.0063184,             0.39112,             0.42568,             0.38614,             0.14662,             0.07176,            0.015244,            0.034198,           0.0082887,           0.0082887,           0.0082887
                 123,            0.057796,            0.012329,           0.0068111,             0.47736,             0.29902,             0.31406,             0.12251,            0.073828,            0.015628,             0.02423,           0.0082746,           0.0082746,           0.0082746
                 124,            0.054742,             0.01118,           0.0058293,             0.38121,             0.38317,             0.33366,             0.12822,             0.07298,            0.016856,            0.020035,           0.0082604,           0.0082604,           0.0082604
                 125,            0.056958,            0.012354,           0.0063882,             0.48141,             0.36152,             0.35546,             0.13193,            0.073767,            0.015823,            0.019001,           0.0082463,           0.0082463,           0.0082463
                 126,            0.054281,            0.010326,           0.0058345,              0.3399,             0.33374,             0.27952,            0.099532,            0.078565,            0.015807,            0.021467,           0.0082321,           0.0082321,           0.0082321
                 127,            0.052783,            0.011452,           0.0058448,             0.36171,             0.31536,             0.28944,            0.097686,            0.076487,            0.017692,            0.022246,            0.008218,            0.008218,            0.008218
                 128,             0.05751,            0.011278,            0.006905,             0.28535,             0.28471,             0.26891,            0.093066,             0.07683,            0.017636,            0.042392,           0.0082039,           0.0082039,           0.0082039
                 129,            0.057115,            0.011941,           0.0056574,             0.31932,             0.36927,             0.26851,            0.097559,            0.076821,            0.015761,            0.039009,           0.0081897,           0.0081897,           0.0081897
                 130,             0.05745,            0.011622,           0.0064088,             0.17793,             0.23785,             0.14006,            0.050004,            0.081999,            0.015583,            0.062265,           0.0081756,           0.0081756,           0.0081756
                 131,            0.054837,            0.011878,           0.0060601,             0.24214,             0.25654,              0.1819,             0.07282,             0.08016,            0.015872,            0.049018,           0.0081614,           0.0081614,           0.0081614
                 132,             0.05616,            0.011965,           0.0058763,             0.31334,             0.24311,             0.19249,            0.075284,            0.079098,            0.016261,            0.045317,           0.0081473,           0.0081473,           0.0081473
                 133,            0.055663,            0.011163,           0.0060334,             0.28902,              0.1924,             0.15017,            0.056996,             0.07917,            0.017724,            0.057557,           0.0081331,           0.0081331,           0.0081331
                 134,            0.054132,             0.01156,           0.0052496,             0.34336,             0.16462,              0.1727,            0.053984,            0.080195,              0.0194,            0.040702,            0.008119,            0.008119,            0.008119
                 135,            0.055638,            0.011278,           0.0056017,             0.27771,             0.22181,             0.17018,            0.061363,            0.080806,            0.018883,            0.033353,           0.0081049,           0.0081049,           0.0081049
                 136,            0.056155,            0.010997,           0.0057717,             0.25353,             0.28513,             0.20878,            0.062148,            0.079113,            0.018153,            0.035166,           0.0080907,           0.0080907,           0.0080907
                 137,            0.055635,            0.012036,           0.0062619,             0.39391,              0.2307,             0.21165,            0.073844,             0.07712,            0.017809,            0.026271,           0.0080766,           0.0080766,           0.0080766
                 138,            0.054074,            0.011214,           0.0068748,             0.33853,             0.27905,             0.23934,            0.078247,            0.077112,            0.017595,            0.038291,           0.0080624,           0.0080624,           0.0080624
                 139,            0.053365,            0.010632,           0.0054168,             0.45969,             0.26095,             0.23165,            0.079726,            0.078636,            0.018682,            0.041372,           0.0080483,           0.0080483,           0.0080483
                 140,            0.055323,            0.011707,           0.0059022,             0.46009,             0.34437,             0.26043,            0.099957,             0.07638,            0.018271,            0.044248,           0.0080341,           0.0080341,           0.0080341
                 141,            0.054248,            0.010957,           0.0057825,             0.33519,             0.33538,             0.26433,             0.10534,            0.075367,            0.016616,            0.037439,             0.00802,             0.00802,             0.00802
                 142,            0.051881,            0.011607,           0.0054652,             0.41111,             0.34623,             0.27104,            0.097157,            0.078347,            0.016734,            0.037906,           0.0080059,           0.0080059,           0.0080059
                 143,            0.056468,            0.011297,           0.0055082,             0.44083,             0.26417,             0.29996,             0.10703,            0.077591,            0.019051,            0.024771,           0.0079917,           0.0079917,           0.0079917
                 144,             0.05432,            0.010789,           0.0057981,             0.44891,             0.39105,             0.34524,             0.12403,            0.073061,            0.017196,            0.027066,           0.0079776,           0.0079776,           0.0079776
                 145,            0.052441,            0.010499,           0.0059777,             0.50943,             0.28513,             0.30789,            0.096093,            0.077085,             0.01696,            0.031448,           0.0079634,           0.0079634,           0.0079634
                 146,            0.052153,            0.010771,           0.0054479,             0.38462,             0.31618,             0.24394,            0.092634,            0.078548,            0.018464,            0.048487,           0.0079493,           0.0079493,           0.0079493
                 147,            0.053878,            0.011659,           0.0054871,              0.3468,             0.28773,             0.21983,             0.07849,            0.080176,            0.016378,            0.048684,           0.0079351,           0.0079351,           0.0079351
                 148,            0.052282,            0.011496,           0.0053401,             0.27044,             0.23566,             0.18917,            0.079561,            0.082582,            0.017228,            0.042217,            0.007921,            0.007921,            0.007921
                 149,            0.053095,            0.011155,           0.0052518,             0.45493,             0.22876,             0.22216,            0.086412,            0.080359,            0.017759,            0.037592,           0.0079069,           0.0079069,           0.0079069
                 150,            0.050605,            0.010016,           0.0052021,             0.33269,             0.18382,             0.20819,            0.084612,            0.082823,             0.01903,            0.017885,           0.0078927,           0.0078927,           0.0078927
                 151,            0.052636,            0.011004,           0.0051321,             0.31007,             0.24222,             0.21931,            0.078281,            0.077941,            0.018127,            0.021217,           0.0078786,           0.0078786,           0.0078786
                 152,            0.052037,            0.010547,           0.0049648,             0.29207,             0.30472,             0.26104,             0.10125,            0.075299,             0.01753,            0.025475,           0.0078644,           0.0078644,           0.0078644
                 153,            0.053955,           0.0099498,           0.0050311,             0.37672,             0.32195,             0.29961,             0.10712,             0.07595,            0.017177,            0.014824,           0.0078503,           0.0078503,           0.0078503
                 154,            0.050434,            0.011394,           0.0047084,             0.44966,             0.41095,             0.35562,             0.11568,            0.075809,             0.01503,            0.012018,           0.0078361,           0.0078361,           0.0078361
                 155,            0.052302,            0.010732,            0.005149,             0.41821,             0.39234,             0.33171,             0.11367,            0.076028,            0.015976,            0.023647,            0.007822,            0.007822,            0.007822
                 156,            0.051446,            0.011021,           0.0050612,             0.37809,             0.37173,             0.30941,            0.098955,            0.078665,            0.016173,            0.032722,           0.0078079,           0.0078079,           0.0078079
                 157,            0.052242,             0.01049,           0.0055684,             0.38453,             0.28706,             0.24127,            0.075145,            0.079655,            0.016388,            0.051452,           0.0077937,           0.0077937,           0.0077937
                 158,            0.050074,            0.011385,           0.0051944,              0.3266,             0.37224,               0.261,            0.093629,            0.075519,            0.016032,            0.050301,           0.0077796,           0.0077796,           0.0077796
                 159,            0.052966,           0.0098958,           0.0058638,             0.33842,             0.34028,             0.22264,             0.08133,            0.077606,            0.016211,            0.057445,           0.0077654,           0.0077654,           0.0077654
                 160,            0.050648,            0.010848,           0.0054594,             0.40144,             0.20792,             0.17569,            0.063603,            0.081825,            0.015224,            0.058041,           0.0077513,           0.0077513,           0.0077513
